iteration,model,problem,condition,response,timestamp
1876,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1877,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1878,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1879,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1880,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1881,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1882,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1883,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1884,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1885,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1886,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1887,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:40
1888,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1889,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1890,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1891,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:40
1892,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1893,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1894,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1895,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1896,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1897,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1898,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1899,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1900,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1901,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1902,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1903,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1904,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1905,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1906,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:40
1907,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1908,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1909,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1910,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1911,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1912,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1913,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1914,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1915,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1916,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1917,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:40
1918,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1919,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1920,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1921,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1922,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1923,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1924,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1925,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1926,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1927,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1928,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1929,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1930,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1931,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:40
1932,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1933,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1934,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1935,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1936,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:40
1937,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:42
1938,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1939,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
1940,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1941,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1942,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1943,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1944,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1945,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1946,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1947,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1948,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:42
1949,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
1950,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1951,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1952,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:42
1953,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:42
1954,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
1955,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1956,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:42
1957,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:42
1958,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1959,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1960,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1961,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1962,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:42
1963,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1964,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1965,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1966,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1967,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1968,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1969,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1970,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1971,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:42
1972,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1973,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1974,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1975,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:42
1976,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1977,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1978,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1979,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
1980,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1981,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
1982,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1983,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1984,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1985,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1986,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:42
1987,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1988,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1989,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
1990,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1991,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:42
1992,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:42
1993,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:42
1994,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
1995,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
1996,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:42
1997,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
1998,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
1999,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:42
2000,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
2001,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
2002,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:42
2003,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:42
2004,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:42
2005,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:42
2006,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:42
2007,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2008,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2009,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2010,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2011,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2012,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2013,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2014,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2015,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2016,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2017,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2018,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2019,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2020,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2021,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2022,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:43
2023,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2024,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2025,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2026,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2027,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:43
2028,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2029,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2030,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2031,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2032,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2033,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2034,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2035,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2036,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2037,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2038,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2039,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2040,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2041,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2042,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2043,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2044,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2045,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2046,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2047,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2048,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2049,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2050,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2051,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2052,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2053,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2054,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2055,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2056,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2057,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2058,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2059,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2060,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2061,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2062,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:43
2063,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2064,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2065,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2066,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2067,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2068,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2069,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2070,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2071,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2072,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:43
2073,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2074,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2075,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2076,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2077,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2078,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2079,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2080,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2081,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2082,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2083,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2084,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2085,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2086,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2087,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2088,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2089,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2090,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2091,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2092,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2093,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2094,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2095,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2096,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2097,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2098,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2099,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2100,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2101,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2102,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2103,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2104,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2105,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2106,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2107,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2108,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2109,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2110,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2111,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2112,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2113,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2114,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2115,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2116,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2117,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2118,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2119,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2120,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2121,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:43
2122,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2123,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2124,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2125,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2126,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2127,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2128,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2129,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:43
2130,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2131,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:43
2132,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:43
2133,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2134,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2135,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:43
2136,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2137,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2138,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:43
2139,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:43
2140,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:43
2141,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:43
2142,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:43
2143,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:43
2144,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:43
2145,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2146,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:45
2147,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:45
2148,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2149,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2150,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2151,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:45
2152,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2153,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2154,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2155,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2156,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:45
2157,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2158,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2159,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2160,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2161,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:45
2162,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2163,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2164,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2165,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2166,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:45
2167,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2168,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2169,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2170,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2171,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:45
2172,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2173,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2174,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2175,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2176,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:45
2177,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2178,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2179,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2180,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2181,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:45
